datetime,PM10,PM25,CO,NO2,SO2,O3,WS,WD
2020-08-19 23:00:00+07:00,17.0,7.0,0.6,12.0,2.0,5.0,1.0,168.0
2020-08-20 00:00:00+07:00,22.0,12.0,0.7,7.0,1.0,9.0,0.8,254.0
2020-08-20 01:00:00+07:00,16.0,7.0,0.6,7.0,1.0,6.0,0.9,172.0
2020-08-20 02:00:00+07:00,19.0,9.0,0.6,8.0,1.0,6.0,0.9,197.0
2020-08-20 03:00:00+07:00,19.0,9.0,0.6,7.0,1.0,5.0,0.7,254.0
2020-08-20 04:00:00+07:00,22.0,11.0,0.7,7.0,1.0,4.0,0.6,223.0
2020-08-20 05:00:00+07:00,25.0,12.0,0.7,7.0,1.0,4.0,0.9,271.0
2020-08-20 06:00:00+07:00,26.0,12.0,0.6,6.0,1.0,4.0,0.7,287.0
2020-08-20 07:00:00+07:00,28.0,13.0,0.7,6.0,1.0,4.0,0.9,289.0
2020-08-20 08:00:00+07:00,34.0,15.0,0.7,6.0,2.0,4.0,0.2,248.0
2020-08-20 09:00:00+07:00,39.0,18.0,0.8,8.0,2.0,6.0,0.5,190.0
2020-08-20 10:00:00+07:00,40.0,18.0,0.8,9.0,2.0,9.0,0.8,181.0
2020-08-20 11:00:00+07:00,27.0,12.0,0.7,6.5,2.5,15.0,0.7,143.0
2020-08-20 12:00:00+07:00,22.0,11.0,0.6,4.0,3.0,18.5,0.8,135.0
2020-08-20 13:00:00+07:00,23.0,11.0,0.5,4.0,3.0,22.0,1.0,128.0
2020-08-20 14:00:00+07:00,23.0,11.0,0.5,5.0,3.0,25.0,1.1,112.0
2020-08-20 15:00:00+07:00,21.0,10.0,0.5,6.0,3.0,25.0,1.2,112.0
2020-08-20 16:00:00+07:00,21.0,9.0,0.5,6.0,2.0,24.0,1.5,98.0
2020-08-20 17:00:00+07:00,25.0,10.0,0.5,5.0,3.0,30.0,1.9,85.0
2020-08-20 18:00:00+07:00,22.0,11.0,0.5,4.0,2.0,31.0,1.3,67.0
2020-08-20 19:00:00+07:00,22.0,9.0,0.6,6.0,3.0,22.0,0.7,10.0
2020-08-20 20:00:00+07:00,22.0,11.0,0.5,6.0,2.0,18.0,0.7,129.0
2020-08-20 21:00:00+07:00,18.0,8.0,0.5,6.0,1.0,14.0,0.8,132.0
2020-08-20 22:00:00+07:00,17.0,8.0,0.6,5.0,1.0,15.0,0.8,148.0
2020-08-20 23:00:00+07:00,22.0,9.0,0.6,8.0,1.0,10.0,0.7,237.0
2020-08-21 00:00:00+07:00,17.0,6.0,0.7,12.0,1.0,4.0,0.8,268.0
2020-08-21 01:00:00+07:00,27.0,15.0,0.7,7.0,1.0,8.0,0.7,197.0
2020-08-21 02:00:00+07:00,26.0,15.0,0.6,8.0,1.0,6.0,0.7,212.0
2020-08-21 03:00:00+07:00,23.0,12.0,0.6,7.0,1.0,6.0,1.0,265.0
2020-08-21 04:00:00+07:00,19.0,9.0,0.6,5.0,1.0,7.0,1.0,268.0
2020-08-21 05:00:00+07:00,18.0,8.0,0.6,4.0,1.0,7.0,0.9,251.0
2020-08-21 06:00:00+07:00,19.0,9.0,0.6,4.0,1.0,6.0,1.2,255.0
2020-08-21 07:00:00+07:00,21.0,9.0,0.6,5.0,1.0,5.0,1.3,273.0
2020-08-21 08:00:00+07:00,23.0,10.0,0.6,5.0,2.0,5.0,1.5,272.0
2020-08-21 09:00:00+07:00,24.0,11.0,0.6,6.0,2.0,6.0,1.0,264.0
2020-08-21 10:00:00+07:00,26.0,11.0,0.6,5.5,2.5,12.0,1.3,269.0
2020-08-21 11:00:00+07:00,24.0,10.0,0.6,5.0,3.0,17.5,0.9,243.0
2020-08-21 12:00:00+07:00,21.0,9.0,0.5,4.0,3.0,23.0,1.1,269.0
2020-08-21 13:00:00+07:00,19.0,9.0,0.5,5.0,3.0,28.0,1.2,271.0
2020-08-21 14:00:00+07:00,18.0,8.0,0.5,6.0,3.0,28.0,1.9,273.0
2020-08-21 15:00:00+07:00,19.0,8.0,0.5,6.0,3.0,28.0,0.3,260.0
2020-08-21 16:00:00+07:00,26.0,7.0,0.5,7.0,3.0,17.0,1.8,231.0
2020-08-21 17:00:00+07:00,13.0,4.0,0.6,8.0,3.0,10.0,0.7,257.0
2020-08-21 18:00:00+07:00,15.0,6.0,0.6,8.0,2.0,9.0,1.1,245.0
2020-08-21 19:00:00+07:00,13.0,6.0,0.6,12.0,3.0,5.0,0.8,265.0
2020-08-21 20:00:00+07:00,17.0,7.0,0.6,10.0,2.0,5.0,0.8,270.0
2020-08-21 21:00:00+07:00,15.0,7.0,0.7,11.0,1.0,4.0,0.2,216.0
2020-08-21 22:00:00+07:00,14.0,6.0,0.7,12.0,1.0,4.0,0.3,140.0
2020-08-21 23:00:00+07:00,14.0,6.0,0.7,13.0,1.0,3.0,0.7,200.0
2020-08-22 00:00:00+07:00,15.0,7.0,0.6,7.0,1.0,7.0,0.35,222.5
2020-08-22 01:00:00+07:00,18.0,7.0,0.6,11.0,1.0,3.0,0.6,280.0
2020-08-22 02:00:00+07:00,18.0,8.0,0.6,11.0,1.0,3.0,0.5,248.0
2020-08-22 03:00:00+07:00,18.0,9.0,0.6,10.0,1.0,3.0,0.5,215.0
2020-08-22 04:00:00+07:00,21.0,10.0,0.7,8.0,1.0,4.0,0.6,192.0
2020-08-22 05:00:00+07:00,22.0,10.0,0.7,8.0,1.0,4.0,0.6,209.0
2020-08-22 06:00:00+07:00,27.0,12.0,0.7,8.0,1.0,4.0,0.4,222.0
2020-08-22 07:00:00+07:00,30.0,15.0,0.8,7.0,1.0,4.0,0.4,219.0
2020-08-22 08:00:00+07:00,26.0,10.0,0.8,7.0,2.0,4.0,0.4,229.0
2020-08-22 09:00:00+07:00,22.0,9.0,0.75,6.5,2.5,6.0,0.6,169.0
2020-08-22 10:00:00+07:00,18.0,8.0,0.7,6.0,3.0,12.5,0.7,203.0
2020-08-22 11:00:00+07:00,14.0,7.0,0.6,4.0,2.0,19.0,0.9,278.0
2020-08-22 12:00:00+07:00,13.0,6.0,0.5,3.0,3.0,20.0,1.7,263.0
2020-08-22 13:00:00+07:00,17.0,7.0,0.5,4.0,3.0,22.0,1.5,200.0
2020-08-22 14:00:00+07:00,16.0,5.0,0.5,4.0,3.0,20.0,1.3,212.0
2020-08-22 15:00:00+07:00,12.0,4.0,0.5,5.0,3.0,18.0,1.3,184.0
2020-08-22 16:00:00+07:00,12.0,5.0,0.5,6.0,3.0,21.0,0.8,156.0
2020-08-22 17:00:00+07:00,13.0,5.0,0.5,6.0,2.0,23.0,1.0,128.0
2020-08-22 18:00:00+07:00,14.0,6.0,0.5,6.0,2.0,22.0,1.1,144.0
2020-08-22 19:00:00+07:00,19.0,8.0,0.5,7.0,3.0,13.0,0.8,169.0
2020-08-22 20:00:00+07:00,20.0,9.0,0.6,12.0,1.0,7.0,0.7,139.0
2020-08-22 21:00:00+07:00,15.0,7.0,0.5,9.0,1.0,9.0,0.7,143.0
2020-08-22 22:00:00+07:00,15.0,6.0,0.6,9.0,1.0,7.0,0.7,262.0
2020-08-22 23:00:00+07:00,17.0,7.0,0.6,9.0,1.0,6.0,0.5,280.0
2020-08-23 00:00:00+07:00,13.0,7.0,0.6,5.0,1.0,7.0,0.8,217.0
2020-08-23 01:00:00+07:00,13.0,6.0,0.6,6.0,1.0,8.0,0.2,165.0
2020-08-23 02:00:00+07:00,16.0,7.0,0.6,7.0,1.0,5.0,0.4,182.0
2020-08-23 03:00:00+07:00,15.0,7.0,0.6,8.0,1.0,6.0,0.8,210.0
2020-08-23 04:00:00+07:00,16.0,7.0,0.6,6.0,1.0,7.0,0.5,165.0
2020-08-23 05:00:00+07:00,19.0,8.0,0.6,6.0,1.0,5.0,0.5,334.0
2020-08-23 06:00:00+07:00,18.0,9.0,0.6,6.0,1.0,5.0,0.1,290.0
2020-08-23 07:00:00+07:00,26.0,11.0,0.6,7.0,1.0,5.0,0.9,280.0
2020-08-23 08:00:00+07:00,20.0,8.0,0.6,6.0,2.0,7.0,1.1,278.0
2020-08-23 09:00:00+07:00,17.0,8.0,0.6,5.0,3.0,11.0,1.0,262.0
2020-08-23 10:00:00+07:00,21.0,8.0,0.6,4.0,2.0,15.0,1.2,197.0
2020-08-23 11:00:00+07:00,14.0,6.0,0.6,3.0,2.0,21.0,1.4,196.0
2020-08-23 12:00:00+07:00,15.0,5.0,0.5,4.0,3.0,23.0,1.5,203.0
2020-08-23 13:00:00+07:00,14.0,6.0,0.5,5.0,3.0,26.0,0.9,177.0
2020-08-23 14:00:00+07:00,14.0,6.0,0.5,5.0,3.0,28.0,1.1,173.0
2020-08-23 15:00:00+07:00,13.0,5.0,0.5,6.0,3.0,19.0,1.0,212.0
2020-08-23 16:00:00+07:00,11.0,4.0,0.5,6.0,2.0,15.0,0.4,245.0
2020-08-23 17:00:00+07:00,8.0,3.0,0.6,5.0,2.0,16.0,1.8,260.0
2020-08-23 18:00:00+07:00,10.0,4.0,0.6,5.0,2.0,17.0,0.4,229.0
2020-08-23 19:00:00+07:00,9.0,4.0,0.5,7.0,2.0,17.0,1.0,73.0
2020-08-23 20:00:00+07:00,17.0,6.0,0.6,9.0,2.0,13.0,0.7,283.0
2020-08-23 21:00:00+07:00,18.0,8.0,0.6,9.0,1.0,8.0,1.2,271.0
2020-08-23 22:00:00+07:00,20.0,9.0,0.7,8.0,1.0,6.0,1.5,274.0
2020-08-23 23:00:00+07:00,15.0,7.0,0.6,6.0,1.0,7.0,0.8,238.0
2020-08-24 00:00:00+07:00,20.0,10.0,0.6,9.0,1.0,9.0,0.8,199.0
2020-08-24 01:00:00+07:00,15.0,8.0,0.6,6.0,1.0,6.0,0.7,222.0
2020-08-24 02:00:00+07:00,17.0,8.0,0.6,5.0,1.0,6.0,0.9,276.0
2020-08-24 03:00:00+07:00,16.0,8.0,0.6,5.0,1.0,5.0,0.2,178.0
2020-08-24 04:00:00+07:00,21.0,8.0,0.6,5.0,1.0,5.0,0.3,224.0
2020-08-24 05:00:00+07:00,20.0,9.0,0.6,6.0,1.0,5.0,0.6,230.0
2020-08-24 06:00:00+07:00,20.0,11.0,0.6,6.0,1.0,4.0,0.8,272.0
2020-08-24 07:00:00+07:00,24.0,10.0,0.55,6.0,2.0,4.0,1.3,273.0
2020-08-24 08:00:00+07:00,24.0,10.0,0.5,6.0,3.0,7.0,0.4,267.0
2020-08-24 09:00:00+07:00,20.0,9.0,0.5,6.0,3.0,10.0,0.5,53.0
2020-08-24 10:00:00+07:00,17.0,7.0,0.5,5.0,3.0,14.0,0.2,185.0
2020-08-24 11:00:00+07:00,16.0,7.0,0.5,6.0,3.0,22.0,0.6,75.0
2020-08-24 12:00:00+07:00,16.0,8.0,0.5,7.0,3.0,29.0,1.1,102.0
2020-08-24 13:00:00+07:00,16.0,8.0,0.4,6.0,3.0,34.0,1.0,106.0
2020-08-24 14:00:00+07:00,15.0,7.0,0.5,6.0,3.0,31.0,1.4,97.0
2020-08-24 15:00:00+07:00,15.0,6.0,0.4,7.0,3.0,30.0,1.3,100.0
2020-08-24 16:00:00+07:00,17.0,7.0,0.5,7.0,3.0,30.0,1.4,96.0
2020-08-24 17:00:00+07:00,16.0,7.0,0.5,6.0,3.0,30.0,0.9,128.0
2020-08-24 18:00:00+07:00,17.0,7.0,0.5,5.0,2.0,26.0,0.9,129.0
2020-08-24 19:00:00+07:00,15.0,8.0,0.5,6.0,3.0,22.0,1.0,134.0
2020-08-24 20:00:00+07:00,16.0,8.0,0.5,6.0,2.0,19.0,1.1,142.0
2020-08-24 21:00:00+07:00,15.0,7.0,0.5,6.0,2.0,17.0,1.1,149.0
2020-08-24 22:00:00+07:00,17.0,8.0,0.5,5.0,1.0,17.0,1.0,151.0
2020-08-24 23:00:00+07:00,17.0,8.0,0.6,8.0,1.0,13.0,0.8,163.0
2020-08-25 00:00:00+07:00,16.0,8.0,0.6,7.0,1.0,14.0,0.9,162.0
2020-08-25 01:00:00+07:00,20.0,11.0,0.6,11.0,1.0,6.0,0.8,186.0
2020-08-25 02:00:00+07:00,21.0,11.0,0.6,10.0,1.0,6.0,0.6,216.0
2020-08-25 03:00:00+07:00,18.0,10.0,0.6,9.0,1.0,6.0,0.7,226.0
2020-08-25 04:00:00+07:00,22.0,12.0,0.6,9.0,1.0,6.0,0.9,264.0
2020-08-25 05:00:00+07:00,24.0,13.0,0.6,6.0,1.0,6.0,0.8,294.0
2020-08-25 06:00:00+07:00,23.0,12.0,0.6,6.0,1.0,5.0,1.3,274.0
2020-08-25 07:00:00+07:00,40.5,22.5,0.6,6.0,1.0,5.0,0.8,273.0
2020-08-25 08:00:00+07:00,24.0,11.0,0.6,5.0,2.0,5.0,1.8,274.0
2020-08-25 09:00:00+07:00,22.0,10.0,0.6,4.0,2.0,9.0,2.1,277.0
2020-08-25 10:00:00+07:00,21.0,9.0,0.6,4.0,2.0,13.0,2.0,273.0
2020-08-25 11:00:00+07:00,20.0,9.0,0.6,4.0,2.0,20.0,1.8,269.0
2020-08-25 12:00:00+07:00,19.0,8.0,0.5,4.0,2.0,21.0,1.4,269.0
2020-08-25 13:00:00+07:00,19.0,8.0,0.5,5.0,2.0,24.0,1.8,275.0
2020-08-25 14:00:00+07:00,21.0,8.0,0.5,6.0,2.0,24.0,1.5,272.0
2020-08-25 15:00:00+07:00,18.0,7.0,0.5,6.0,3.0,27.0,0.3,239.0
2020-08-25 16:00:00+07:00,20.0,8.0,0.5,6.0,2.0,37.0,1.1,119.0
2020-08-25 17:00:00+07:00,20.0,8.0,0.5,6.0,2.0,38.0,1.9,90.0
2020-08-25 18:00:00+07:00,20.0,8.0,0.6,7.0,2.0,36.0,1.1,107.0
2020-08-25 19:00:00+07:00,21.0,10.0,0.6,7.0,2.0,32.0,1.2,134.0
2020-08-25 20:00:00+07:00,26.0,14.0,0.6,6.0,1.0,19.0,1.3,146.0
2020-08-25 21:00:00+07:00,19.0,10.0,0.6,6.0,1.0,14.0,1.4,151.0
2020-08-25 22:00:00+07:00,19.0,9.0,0.6,5.0,1.0,19.0,1.5,149.0
2020-08-25 23:00:00+07:00,16.0,8.0,0.6,5.0,1.0,19.0,1.3,155.0
2020-08-26 00:00:00+07:00,20.0,10.0,0.6,7.0,1.0,9.0,1.1,264.0
2020-08-26 01:00:00+07:00,16.0,9.0,0.6,9.0,1.0,11.0,0.7,161.0
2020-08-26 02:00:00+07:00,19.0,10.0,0.6,9.0,1.0,8.0,0.6,257.0
2020-08-26 03:00:00+07:00,21.0,11.0,0.6,7.0,2.0,7.0,0.7,287.0
2020-08-26 04:00:00+07:00,22.0,12.0,0.7,7.0,1.0,6.0,0.8,270.0
2020-08-26 05:00:00+07:00,22.0,12.0,0.6499999999999999,7.0,1.0,6.0,1.3,273.0
2020-08-26 06:00:00+07:00,20.0,11.0,0.6,7.0,1.0,5.5,2.0,274.0
2020-08-26 07:00:00+07:00,20.0,9.0,0.6,6.0,1.0,5.0,1.9,272.0
2020-08-26 08:00:00+07:00,21.0,9.0,0.6,5.0,2.0,6.0,1.5,271.0
2020-08-26 09:00:00+07:00,19.0,8.0,0.6,3.0,3.0,10.0,1.8,265.0
2020-08-26 10:00:00+07:00,25.0,8.0,0.6,4.0,2.0,18.0,1.3,255.0
2020-08-26 11:00:00+07:00,19.0,8.0,0.6,4.0,2.0,25.0,1.6,263.0
2020-08-26 12:00:00+07:00,19.0,7.0,0.5,4.0,2.5,24.0,1.5,221.0
2020-08-26 13:00:00+07:00,18.0,7.0,0.5,5.0,3.0,23.0,1.6,234.0
2020-08-26 14:00:00+07:00,17.0,6.0,0.5,6.0,3.0,22.0,1.6,251.0
2020-08-26 15:00:00+07:00,23.0,7.0,0.5,6.0,2.0,22.0,1.0,241.0
2020-08-26 16:00:00+07:00,21.0,7.0,0.5,6.0,2.0,32.0,0.9,110.0
2020-08-26 17:00:00+07:00,20.0,7.0,0.5,6.0,3.0,38.0,1.1,117.0
2020-08-26 18:00:00+07:00,20.0,6.0,0.5,5.0,3.0,30.0,1.8,130.0
2020-08-26 19:00:00+07:00,16.0,7.0,0.5,5.0,3.0,30.0,1.6,139.0
2020-08-26 20:00:00+07:00,14.0,6.0,0.5,5.0,2.0,23.0,1.2,150.0
2020-08-26 21:00:00+07:00,24.0,12.0,0.6,7.0,1.0,18.0,0.9,155.0
2020-08-26 22:00:00+07:00,23.0,10.0,0.6,9.0,1.0,13.0,0.9,176.0
2020-08-26 23:00:00+07:00,22.0,11.0,0.6,10.0,1.0,10.0,0.9,228.0
2020-08-27 00:00:00+07:00,20.0,11.0,0.6,6.0,1.0,8.0,0.6,213.0
2020-08-27 01:00:00+07:00,13.0,6.0,0.5,3.0,1.0,9.0,1.2,248.0
2020-08-27 02:00:00+07:00,12.0,5.0,0.5,3.0,1.0,9.0,1.4,246.0
2020-08-27 03:00:00+07:00,11.0,5.0,0.5,4.0,1.0,8.0,1.2,248.0
2020-08-27 04:00:00+07:00,12.0,5.0,0.5,5.0,1.0,8.0,0.9,254.0
2020-08-27 05:00:00+07:00,13.0,6.0,0.5,6.0,1.0,6.5,0.7,255.0
2020-08-27 06:00:00+07:00,20.0,9.0,0.5,6.0,1.0,5.0,0.6,235.0
2020-08-27 07:00:00+07:00,24.0,13.0,0.5,7.0,1.0,5.0,0.5,241.0
2020-08-27 08:00:00+07:00,36.0,22.5,0.6,8.0,2.0,7.0,0.9,271.0
2020-08-27 09:00:00+07:00,22.0,9.0,0.6,6.0,2.0,11.0,1.6,259.0
2020-08-27 10:00:00+07:00,17.0,7.0,0.5,5.0,2.0,16.0,1.5,244.0
2020-08-27 11:00:00+07:00,16.0,5.0,0.5,4.0,2.0,18.0,1.8,240.0
2020-08-27 12:00:00+07:00,16.0,5.0,0.4,5.0,3.0,18.0,1.9,252.0
2020-08-27 13:00:00+07:00,16.0,5.0,0.4,5.0,3.0,17.0,2.2,244.0
2020-08-27 14:00:00+07:00,14.0,4.0,0.4,6.0,3.0,19.0,2.0,257.0
2020-08-27 15:00:00+07:00,22.0,5.0,0.4,6.0,3.0,19.0,1.5,220.0
2020-08-27 16:00:00+07:00,24.0,6.0,0.5,5.0,2.0,19.0,1.7,208.0
2020-08-27 17:00:00+07:00,18.0,6.0,0.5,5.0,2.0,24.0,1.4,161.0
2020-08-27 18:00:00+07:00,13.0,5.0,0.5,4.0,2.0,27.0,1.1,134.0
2020-08-27 19:00:00+07:00,14.0,6.0,0.5,5.0,3.0,24.0,1.2,146.0
2020-08-27 20:00:00+07:00,14.0,6.0,0.5,5.0,2.0,21.0,1.1,149.0
2020-08-27 21:00:00+07:00,18.0,9.0,0.6,6.0,1.0,18.0,0.8,161.0
2020-08-27 22:00:00+07:00,21.0,11.0,0.7,8.0,1.0,12.0,0.7,279.0
2020-08-27 23:00:00+07:00,25.0,13.0,0.7,8.0,1.0,11.0,1.1,260.0
2020-08-28 00:00:00+07:00,14.0,7.0,0.6,6.0,1.0,11.0,1.2,191.0
2020-08-28 01:00:00+07:00,19.0,9.0,0.5,4.0,1.0,7.0,0.6,225.0
2020-08-28 02:00:00+07:00,18.0,9.0,0.5,4.0,1.0,6.0,0.9,206.0
2020-08-28 03:00:00+07:00,17.0,9.0,0.55,4.5,1.0,6.0,0.9,194.0
2020-08-28 04:00:00+07:00,19.0,9.0,0.6,5.0,1.0,5.5,0.7,230.0
2020-08-28 05:00:00+07:00,19.0,10.0,0.6,6.0,1.0,5.0,0.7,247.0
2020-08-28 06:00:00+07:00,23.0,12.0,0.6,6.0,1.0,5.0,0.5,245.0
2020-08-28 07:00:00+07:00,26.0,14.0,0.6,5.0,1.0,5.0,0.7,242.0
2020-08-28 08:00:00+07:00,22.0,12.0,0.6,6.0,2.0,6.0,1.0,246.0
2020-08-28 09:00:00+07:00,24.0,11.0,0.6,6.0,2.0,8.0,1.0,254.0
2020-08-28 10:00:00+07:00,21.0,10.0,0.6,6.0,2.0,13.0,1.2,243.0
2020-08-28 11:00:00+07:00,24.0,9.0,0.6,4.0,2.0,18.0,1.4,231.0
2020-08-28 12:00:00+07:00,22.0,9.0,0.5,5.0,3.0,20.0,1.3,226.0
2020-08-28 13:00:00+07:00,22.0,7.0,0.4,5.0,3.0,16.0,2.0,225.0
2020-08-28 14:00:00+07:00,26.0,7.0,0.45,7.5,3.0,17.5,1.9,211.0
2020-08-28 15:00:00+07:00,30.0,7.0,0.5,10.0,3.0,19.0,2.2,207.0
2020-08-28 16:00:00+07:00,24.0,6.0,0.5,7.0,2.0,19.0,2.1,215.0
2020-08-28 17:00:00+07:00,21.0,7.0,0.6,8.0,2.0,16.0,1.4,224.0
2020-08-28 18:00:00+07:00,18.0,7.0,0.6,9.0,2.0,17.0,1.5,286.0
2020-08-28 19:00:00+07:00,18.0,6.0,0.5,9.0,2.0,18.0,1.7,281.0
2020-08-28 20:00:00+07:00,17.0,6.0,0.6,9.0,2.0,16.0,1.0,253.0
2020-08-28 21:00:00+07:00,19.0,7.0,0.6,10.0,1.0,13.0,0.3,44.0
2020-08-28 22:00:00+07:00,16.0,6.0,0.6,14.0,1.0,10.0,0.6,176.0
2020-08-28 23:00:00+07:00,18.0,9.0,0.6,8.0,1.0,10.0,1.3,187.0
2020-08-29 00:00:00+07:00,18.0,9.0,0.6,7.0,1.0,17.0,1.1,271.0
2020-08-29 01:00:00+07:00,15.0,7.0,0.5,7.0,1.0,9.0,0.8,217.0
2020-08-29 02:00:00+07:00,15.0,8.0,0.5,7.0,1.0,10.0,1.1,200.0
2020-08-29 03:00:00+07:00,19.0,8.0,0.5,7.0,1.0,9.0,0.6,208.0
2020-08-29 04:00:00+07:00,18.0,8.0,0.6,8.0,1.0,8.0,0.9,259.0
2020-08-29 05:00:00+07:00,19.0,10.0,0.6,7.0,1.0,8.0,0.8,261.0
2020-08-29 06:00:00+07:00,18.0,11.0,0.6,10.0,1.0,6.0,0.5,220.0
2020-08-29 07:00:00+07:00,25.0,14.0,0.6,10.0,1.0,7.0,0.4,237.0
2020-08-29 08:00:00+07:00,20.0,10.0,0.6,8.0,2.0,12.0,0.8,229.0
2020-08-29 09:00:00+07:00,16.0,8.0,0.5,7.0,2.0,19.0,1.3,246.0
2020-08-29 10:00:00+07:00,14.0,6.0,0.5,6.0,2.0,26.0,1.6,246.0
2020-08-29 11:00:00+07:00,15.0,6.0,0.5,6.0,3.0,29.0,1.4,249.0
2020-08-29 12:00:00+07:00,13.0,5.0,0.4,6.0,3.0,31.0,0.8,273.0
2020-08-29 13:00:00+07:00,15.0,6.0,0.4,7.0,3.0,36.0,0.4,127.0
2020-08-29 14:00:00+07:00,17.0,7.0,0.5,7.0,3.0,40.0,1.6,96.0
2020-08-29 15:00:00+07:00,17.0,7.0,0.5,7.0,3.0,41.0,1.9,95.0
2020-08-29 16:00:00+07:00,18.0,6.0,0.5,7.0,3.0,39.0,1.5,102.0
2020-08-29 17:00:00+07:00,17.0,6.0,0.5,5.0,3.0,36.0,1.4,112.0
2020-08-29 18:00:00+07:00,16.0,6.0,0.5,4.0,3.0,34.0,1.5,127.0
2020-08-29 19:00:00+07:00,36.0,22.5,0.6,9.0,3.0,27.0,1.3,146.0
2020-08-29 20:00:00+07:00,17.0,10.0,0.6,6.0,2.0,21.0,1.4,141.0
2020-08-29 21:00:00+07:00,17.0,9.0,0.6,6.0,2.0,20.0,1.1,146.0
2020-08-29 22:00:00+07:00,21.0,10.0,0.6,8.0,1.0,17.0,0.8,229.0
2020-08-29 23:00:00+07:00,22.0,12.0,0.7,8.0,1.0,19.0,1.0,265.0
2020-08-30 00:00:00+07:00,18.0,10.0,0.6499999999999999,7.0,1.0,15.0,0.7,161.0
2020-08-30 01:00:00+07:00,15.0,8.0,0.6,6.5,1.0,16.0,0.7000000000000001,274.5
2020-08-30 02:00:00+07:00,13.0,8.0,0.6,6.0,1.0,14.5,0.3,278.0
2020-08-30 03:00:00+07:00,14.0,8.0,0.6,6.0,1.0,13.0,0.5,190.0
2020-08-30 04:00:00+07:00,17.0,9.0,0.6,8.0,1.0,9.0,0.6,281.0
2020-08-30 05:00:00+07:00,16.0,9.0,0.7,7.0,1.0,8.0,0.7,261.0
2020-08-30 06:00:00+07:00,19.0,12.0,0.7,6.0,1.0,7.0,0.7,253.0
2020-08-30 07:00:00+07:00,27.0,15.0,0.7,7.0,1.0,6.0,0.7,266.0
2020-08-30 08:00:00+07:00,24.0,13.0,0.7,6.0,2.0,9.0,0.7,275.0
2020-08-30 09:00:00+07:00,24.0,14.0,0.7,5.0,3.0,18.0,0.3,237.0
2020-08-30 10:00:00+07:00,21.0,11.0,0.6,3.0,2.0,22.0,1.3,269.0
2020-08-30 11:00:00+07:00,19.0,9.0,0.6,3.0,2.0,26.0,0.9,277.0
2020-08-30 12:00:00+07:00,23.0,11.0,0.6,3.0,3.0,40.0,0.9,92.0
2020-08-30 13:00:00+07:00,21.0,12.0,0.5,4.0,3.0,47.0,1.4,103.0
2020-08-30 14:00:00+07:00,28.0,11.0,0.6,4.0,3.0,48.0,1.4,106.0
2020-08-30 15:00:00+07:00,28.0,12.0,0.5,6.0,3.0,48.0,1.7,99.0
2020-08-30 16:00:00+07:00,20.0,10.0,0.5,7.0,3.0,44.0,1.8,93.0
2020-08-30 17:00:00+07:00,18.0,9.0,0.6,5.0,3.0,36.0,1.4,107.0
2020-08-30 18:00:00+07:00,16.0,8.0,0.5,4.0,2.0,28.0,1.3,123.0
2020-08-30 19:00:00+07:00,15.0,7.0,0.5,4.0,3.0,30.0,1.5,135.0
2020-08-30 20:00:00+07:00,13.0,7.0,0.5,4.0,2.0,28.0,1.2,137.0
2020-08-30 21:00:00+07:00,13.0,6.0,0.5,3.0,1.0,24.0,1.2,143.0
2020-08-30 22:00:00+07:00,15.0,8.0,0.6,4.0,1.0,22.0,1.2,154.0
2020-08-30 23:00:00+07:00,22.0,12.0,0.7,7.0,1.0,16.0,0.9,168.0
2020-08-31 00:00:00+07:00,14.0,7.0,0.6,5.0,1.0,19.5,1.1,143.0
2020-08-31 01:00:00+07:00,16.0,9.0,0.6,7.0,1.0,15.5,0.6,144.0
2020-08-31 02:00:00+07:00,12.0,7.0,0.6,5.0,1.0,16.0,0.7,139.0
2020-08-31 03:00:00+07:00,13.0,8.0,0.6,5.0,1.0,13.0,0.7,242.0
2020-08-31 04:00:00+07:00,18.0,10.0,0.7,6.0,1.0,8.0,0.9,277.0
2020-08-31 05:00:00+07:00,22.0,13.0,0.7,6.0,1.0,8.0,1.5,273.0
2020-08-31 06:00:00+07:00,23.0,13.0,0.7,7.0,1.0,7.0,0.8,280.0
2020-08-31 07:00:00+07:00,24.0,14.0,0.7,8.0,1.0,5.0,1.1,284.0
2020-08-31 08:00:00+07:00,21.0,10.0,0.7,7.0,2.0,10.0,1.3,281.0
2020-08-31 09:00:00+07:00,34.0,13.0,0.8,10.0,2.0,10.0,1.1,296.0
2020-08-31 10:00:00+07:00,26.0,13.0,0.7,7.0,2.0,18.0,1.0,314.0
2020-08-31 11:00:00+07:00,17.0,9.0,0.6,4.0,2.0,27.0,0.9,43.0
2020-08-31 12:00:00+07:00,19.0,9.0,0.6,4.0,2.0,35.0,1.8,78.0
2020-08-31 13:00:00+07:00,17.0,10.0,0.6,3.0,2.0,35.0,1.9,86.0
2020-08-31 14:00:00+07:00,21.0,11.0,0.6,3.0,2.0,41.0,1.8,93.0
2020-08-31 15:00:00+07:00,17.0,7.0,0.5,3.0,2.0,29.0,2.0,92.0
2020-08-31 16:00:00+07:00,20.0,7.0,0.6,3.0,2.0,30.0,1.7,107.0
2020-08-31 17:00:00+07:00,15.0,8.0,0.6,3.0,2.0,32.0,1.4,136.0
2020-08-31 18:00:00+07:00,17.0,8.0,0.6,4.0,2.0,34.0,1.0,137.0
