datetime,CO,O3,PM10,WS,WD,Temp,NO2,SO2,Rain,PM25
2010-01-05 00:00:00+07:00,0.9,12.0,73.0,0.4,323.0,27.8,,,,
2010-01-05 01:00:00+07:00,1.0,35.0,102.5,1.1,237.0,27.9,,,,
2010-01-05 02:00:00+07:00,0.9,28.0,79.0,0.9,244.0,27.4,,,,
2010-01-05 03:00:00+07:00,0.9,25.0,57.0,0.8,247.0,27.1,,,,
2010-01-05 04:00:00+07:00,0.8,22.0,67.0,0.8,243.0,26.9,,,,
2010-01-05 05:00:00+07:00,0.8,19.0,57.0,0.2,282.0,26.9,,,,
2010-01-05 06:00:00+07:00,0.8,14.0,80.0,0.7,65.0,26.2,,,,
2010-01-05 07:00:00+07:00,0.9,13.0,102.5,0.6,62.0,25.6,,,,
2010-01-05 08:00:00+07:00,0.8,12.0,102.5,0.8,66.0,25.8,,,,
2010-01-05 09:00:00+07:00,0.8,15.0,102.0,0.8,58.0,27.400000000000002,,,,
2010-01-05 10:00:00+07:00,0.6,22.0,32.0,0.2,83.0,29.0,,,,
2010-01-05 11:00:00+07:00,0.5,32.0,23.0,1.0,244.0,30.6,,,,
2010-01-05 12:00:00+07:00,0.5,42.0,14.0,0.5,254.0,32.2,,,,
2010-01-05 13:00:00+07:00,0.5,45.0,5.0,0.7,236.0,32.7,,,,
2010-01-05 14:00:00+07:00,0.5,48.0,13.0,0.9,238.0,33.2,,,,
2010-01-05 15:00:00+07:00,0.5,50.0,31.0,0.8,234.0,28.2,,,,
2010-01-05 16:00:00+07:00,0.4,49.0,6.0,0.5,230.0,35.0,,,,
2010-01-05 17:00:00+07:00,0.6,43.0,36.0,0.7,236.0,33.6,,,,
2010-01-05 18:00:00+07:00,1.0,34.0,88.0,0.9,243.0,32.2,,,,
2010-01-05 19:00:00+07:00,1.2,19.0,102.5,0.3,253.0,31.0,,,,
2010-01-05 20:00:00+07:00,1.2,10.0,102.5,0.2,342.0,29.9,,,,
2010-01-05 21:00:00+07:00,1.2,7.0,102.5,0.5,3.0,29.1,,,,
2010-01-05 22:00:00+07:00,1.3,7.0,84.0,0.4,358.0,28.6,,,,
2010-01-05 23:00:00+07:00,1.0,13.0,46.0,0.4,303.0,28.2,,,,
2010-01-06 00:00:00+07:00,0.3,25.0,32.0,0.4,251.0,27.1,,,,
2010-01-06 01:00:00+07:00,0.9,16.0,73.0,0.3,341.0,27.7,,,,
2010-01-06 02:00:00+07:00,1.0,11.0,33.0,0.2,291.0,27.4,,,,
2010-01-06 03:00:00+07:00,1.0,1.0,77.0,0.7,245.0,27.6,,,,
2010-01-06 04:00:00+07:00,1.0,0.0,58.0,0.5,245.0,27.4,,,,
2010-01-06 05:00:00+07:00,0.7,15.0,20.0,0.2,56.0,27.3,,,,
2010-01-06 06:00:00+07:00,0.7,35.0,19.0,0.0,147.0,27.0,,,,
2010-01-06 07:00:00+07:00,0.6,31.0,77.0,0.7,69.0,26.7,,,,
2010-01-06 08:00:00+07:00,0.7,22.0,102.5,1.0,61.0,26.8,,,,
2010-01-06 09:00:00+07:00,0.6,30.0,17.0,1.2,67.0,26.4,,,,
2010-01-06 10:00:00+07:00,0.4,33.0,35.5,1.1,63.0,25.966666666666665,,,,
2010-01-06 11:00:00+07:00,0.3,36.0,54.0,1.4,67.0,25.53333333333333,,,,
2010-01-06 12:00:00+07:00,0.4,32.0,71.0,0.8,69.0,25.1,,,,
2010-01-06 13:00:00+07:00,0.6,27.0,45.0,0.6,70.0,24.666666666666668,,,,
2010-01-06 14:00:00+07:00,0.5,31.5,20.0,0.9,72.0,24.233333333333334,,,,
2010-01-06 15:00:00+07:00,0.4,36.0,2.0,1.0,75.0,23.8,,,,
2010-01-06 16:00:00+07:00,0.4,36.0,6.0,0.9,36.0,31.5,,,,
2010-01-06 17:00:00+07:00,0.4,29.0,42.0,0.9,73.0,31.1,,,,
2010-01-06 18:00:00+07:00,0.5,26.0,69.0,0.8,67.0,30.200000000000003,,,,
2010-01-06 19:00:00+07:00,0.4,20.0,102.5,0.7,68.0,29.3,,,,
2010-01-06 20:00:00+07:00,0.4,17.0,102.5,0.5,86.0,28.4,,,,
2010-01-06 21:00:00+07:00,0.5,12.0,68.0,0.1,270.0,27.5,,,,
2010-01-06 22:00:00+07:00,0.4,19.0,47.0,0.7,241.0,27.3,,,,
2010-01-06 23:00:00+07:00,0.5,21.0,26.0,0.4,240.0,27.2,,,,
2010-01-07 00:00:00+07:00,0.7,24.0,67.0,0.6,1.0,24.9,,,,
2010-01-07 01:00:00+07:00,0.5,23.0,9.0,0.3,259.0,27.0,,,,
2010-01-07 02:00:00+07:00,0.4,14.0,33.0,0.3,40.0,26.4,,,,
2010-01-07 03:00:00+07:00,0.4,19.0,43.0,0.6,64.0,26.2,,,,
2010-01-07 04:00:00+07:00,0.3,22.0,52.0,1.0,64.0,26.3,,,,
2010-01-07 05:00:00+07:00,0.4,21.0,31.0,1.0,69.0,26.0,,,,
2010-01-07 06:00:00+07:00,0.4,23.0,44.0,0.6,66.0,25.7,,,,
2010-01-07 07:00:00+07:00,0.3,27.0,53.0,0.6,63.0,25.7,,,,
2010-01-07 08:00:00+07:00,0.3,26.0,38.0,0.6,61.0,25.7,,,,
2010-01-07 09:00:00+07:00,0.4,34.0,9.0,0.9,66.0,25.815384615384616,,,,
2010-01-07 10:00:00+07:00,0.5,33.0,5.0,1.0,68.0,25.93076923076923,,,,
2010-01-07 11:00:00+07:00,0.6,32.0,20.0,0.8,61.0,26.046153846153846,,,,
2010-01-07 12:00:00+07:00,0.6,36.0,14.0,0.8,39.0,26.16153846153846,,,,
2010-01-07 13:00:00+07:00,0.6,36.0,34.0,0.9,27.0,26.276923076923076,,,,
2010-01-07 14:00:00+07:00,0.6,37.0,37.0,1.0,40.0,26.392307692307693,,,,
2010-01-07 15:00:00+07:00,0.6,34.5,35.0,1.2,54.0,26.507692307692306,,,,
2010-01-07 16:00:00+07:00,0.6,32.0,54.0,1.4,23.0,26.623076923076923,,,,
2010-01-07 17:00:00+07:00,0.6,29.0,63.0,1.2,43.0,26.73846153846154,,,,
2010-01-07 18:00:00+07:00,0.8,24.0,102.5,0.8,49.0,26.853846153846153,,,,
2010-01-07 19:00:00+07:00,1.1,20.0,73.0,0.6,55.0,26.96923076923077,,,,
2010-01-07 20:00:00+07:00,0.9,19.0,31.0,0.7,60.0,27.084615384615383,,,,
2010-01-07 21:00:00+07:00,0.8,18.0,45.0,0.7,46.0,27.2,,,,
2010-01-07 22:00:00+07:00,0.8,18.0,59.0,0.9,358.0,27.0,,,,
2010-01-07 23:00:00+07:00,0.6,27.0,12.0,1.2,258.0,25.5,,,,
2010-01-08 00:00:00+07:00,0.7,12.0,9.0,0.5,42.0,24.2,,,,
2010-01-08 01:00:00+07:00,0.5,29.0,59.0,1.1,356.0,24.4,,,,
2010-01-08 02:00:00+07:00,0.4,34.0,12.0,1.5,16.0,23.6,,,,
2010-01-08 03:00:00+07:00,0.4,32.0,31.0,0.5,315.0,23.4,,,,
2010-01-08 04:00:00+07:00,0.4,30.0,28.0,0.4,303.0,23.4,,,,
2010-01-08 05:00:00+07:00,0.4,23.0,33.0,1.0,19.0,23.4,,,,
2010-01-08 06:00:00+07:00,0.5,20.0,29.0,0.6,32.0,23.4,,,,
2010-01-08 07:00:00+07:00,0.5,21.0,21.0,0.7,66.0,23.4,,,,
2010-01-08 08:00:00+07:00,0.9,14.0,27.0,0.7,62.0,23.6,,,,
2010-01-08 09:00:00+07:00,0.9,16.0,34.0,0.6,51.0,23.94,,,,
2010-01-08 10:00:00+07:00,0.6,26.0,43.0,0.9,67.0,24.28,,,,
2010-01-08 11:00:00+07:00,0.5,29.0,9.0,0.9,67.0,24.62,,,,
2010-01-08 12:00:00+07:00,0.6,27.0,5.0,0.8,54.0,24.96,,,,
2010-01-08 13:00:00+07:00,0.6,29.0,1.0,0.9,67.0,25.3,,,,
2010-01-08 14:00:00+07:00,0.7,27.0,5.0,0.9,68.0,25.64,,,,
2010-01-08 15:00:00+07:00,0.6,31.0,5.0,1.1,64.0,25.98,,,,
2010-01-08 16:00:00+07:00,0.6499999999999999,27.5,20.0,0.9,68.0,26.32,,,,
2010-01-08 17:00:00+07:00,0.7,24.0,43.0,1.0,73.0,26.66,,,,
2010-01-08 18:00:00+07:00,0.7,22.0,29.0,0.8,64.0,27.0,,,,
2010-01-08 19:00:00+07:00,0.7,23.0,38.0,0.8,65.0,26.4,,,,
2010-01-08 20:00:00+07:00,0.8,22.0,15.0,0.5,76.0,25.8,,,,
2010-01-08 21:00:00+07:00,1.1,7.0,50.0,0.5,348.0,25.2,,,,
2010-01-08 22:00:00+07:00,1.0,8.0,35.0,0.7,26.0,24.8,,,,
2010-01-08 23:00:00+07:00,0.8,12.0,25.0,0.6,37.0,24.6,,,,
2010-01-09 00:00:00+07:00,0.8,7.0,26.0,0.3,317.0,23.8,,,,
2010-01-09 01:00:00+07:00,0.9,7.0,16.0,0.4,30.0,23.8,,,,
2010-01-09 02:00:00+07:00,0.7,5.0,27.0,0.4,350.0,23.5,,,,
2010-01-09 03:00:00+07:00,0.7,3.0,47.0,0.2,314.0,23.4,,,,
2010-01-09 04:00:00+07:00,0.6,6.0,39.0,0.4,34.0,23.2,,,,
2010-01-09 05:00:00+07:00,0.6,10.0,33.0,0.6,63.0,23.0,,,,
2010-01-09 06:00:00+07:00,0.7,4.0,19.0,0.5,63.0,22.8,,,,
2010-01-09 07:00:00+07:00,0.9,3.0,28.0,0.5,55.0,22.6,,,,
2010-01-09 08:00:00+07:00,0.8,7.0,45.0,0.6,60.0,23.0,,,,
2010-01-09 09:00:00+07:00,0.8,13.0,35.0,0.8,65.0,23.8,,,,
2010-01-09 10:00:00+07:00,0.6,19.0,2.0,1.1,71.0,23.954545454545457,,,,
2010-01-09 11:00:00+07:00,0.5,20.0,6.0,1.2,68.0,24.10909090909091,,,,
2010-01-09 12:00:00+07:00,0.5,28.0,10.0,1.1,65.0,24.263636363636365,,,,
2010-01-09 13:00:00+07:00,0.4,33.0,14.0,1.1,44.0,24.418181818181818,,,,
2010-01-09 14:00:00+07:00,0.5,31.0,31.0,1.3,15.0,24.572727272727274,,,,
2010-01-09 15:00:00+07:00,0.4,31.0,22.0,1.2,19.0,24.727272727272727,,,,
2010-01-09 16:00:00+07:00,0.4,30.0,30.0,0.8,41.0,24.881818181818183,,,,
2010-01-09 17:00:00+07:00,0.5,28.0,27.0,0.9,31.0,25.036363636363635,,,,
2010-01-09 18:00:00+07:00,0.6,26.0,41.0,1.0,25.0,25.19090909090909,,,,
2010-01-09 19:00:00+07:00,0.9,10.0,89.0,0.5,26.0,25.345454545454544,,,,
2010-01-09 20:00:00+07:00,1.3,3.0,46.0,0.4,33.0,25.5,,,,
2010-01-09 21:00:00+07:00,1.1,7.0,27.0,0.4,351.0,24.8,,,,
2010-01-09 22:00:00+07:00,1.1,8.0,16.0,0.4,347.0,24.5,,,,
2010-01-09 23:00:00+07:00,1.0,4.0,9.0,0.4,310.0,24.2,,,,
2010-01-10 00:00:00+07:00,1.0,8.0,38.0,0.4,301.0,24.6,,,,
2010-01-10 01:00:00+07:00,0.7,7.0,13.0,0.3,288.0,23.5,,,,
2010-01-10 02:00:00+07:00,0.7,10.0,18.0,0.4,335.0,23.0,,,,
2010-01-10 03:00:00+07:00,0.8,5.0,37.0,0.4,27.0,22.8,,,,
2010-01-10 04:00:00+07:00,0.8,2.0,48.0,0.5,26.0,22.6,,,,
2010-01-10 05:00:00+07:00,0.8,3.0,45.0,0.5,9.0,22.5,,,,
2010-01-10 06:00:00+07:00,1.2,1.0,45.0,0.2,336.0,22.5,,,,
2010-01-10 07:00:00+07:00,0.8,4.0,81.0,0.5,53.0,23.0,,,,
2010-01-10 08:00:00+07:00,0.7,7.0,71.0,0.6,42.0,23.8,,,,
2010-01-10 09:00:00+07:00,0.7,17.0,9.0,0.7,75.0,25.12,,,,
2010-01-10 10:00:00+07:00,0.6,26.0,8.0,0.9,51.0,26.44,,,,
2010-01-10 11:00:00+07:00,0.6,31.0,7.0,0.9,51.0,27.759999999999998,,,,
2010-01-10 12:00:00+07:00,0.5,37.0,6.0,1.1,37.0,29.08,,,,
2010-01-10 13:00:00+07:00,0.5,42.0,5.0,1.2,35.0,30.4,,,,
2010-01-10 14:00:00+07:00,0.6,50.0,34.0,1.2,25.0,31.6,,,,
2010-01-10 15:00:00+07:00,0.6,51.0,45.0,1.4,20.0,31.4,,,,
2010-01-10 16:00:00+07:00,0.4,47.0,36.0,1.3,36.0,32.2,,,,
2010-01-10 17:00:00+07:00,0.4,42.0,3.0,1.5,23.0,33.0,,,,
2010-01-10 18:00:00+07:00,0.7,35.5,12.0,1.0,34.0,26.0,,,,
2010-01-10 19:00:00+07:00,1.0,29.0,102.5,1.0,27.0,28.8,,,,
2010-01-10 20:00:00+07:00,1.1,21.0,79.0,0.9,22.0,27.5,,,,
2010-01-10 21:00:00+07:00,1.1,15.0,27.0,0.8,37.0,26.2,,,,
2010-01-10 22:00:00+07:00,1.4,10.0,28.0,0.4,3.0,25.9,,,,
2010-01-10 23:00:00+07:00,1.1,11.0,33.0,0.3,330.0,25.1,,,,
2010-01-11 00:00:00+07:00,0.5,18.0,43.0,0.4,298.0,26.1,,,,
2010-01-11 01:00:00+07:00,1.0,10.0,65.0,0.4,304.0,24.3,,,,
2010-01-11 02:00:00+07:00,1.1,4.0,45.0,0.5,273.0,24.0,,,,
2010-01-11 03:00:00+07:00,0.8,4.0,40.0,0.6,296.0,24.0,,,,
2010-01-11 04:00:00+07:00,0.8,6.0,40.0,0.4,23.0,23.4,,,,
2010-01-11 05:00:00+07:00,0.9,3.0,32.0,0.2,38.0,22.9,,,,
2010-01-11 06:00:00+07:00,0.9,4.0,45.0,0.5,62.0,22.9,,,,
2010-01-11 07:00:00+07:00,0.7,4.0,72.0,0.7,33.0,23.0,,,,
2010-01-11 08:00:00+07:00,0.9,5.0,66.0,0.7,54.0,23.4,,,,
2010-01-11 09:00:00+07:00,1.0,10.0,53.0,0.7,75.0,24.3,,,,
2010-01-11 10:00:00+07:00,0.6,26.0,17.0,0.9,66.0,25.7,,,,
2010-01-11 11:00:00+07:00,0.5,34.0,16.333333333333332,0.9,29.0,28.2,,,,
2010-01-11 12:00:00+07:00,0.5,39.0,15.666666666666666,1.0,46.0,28.10909090909091,,,,
2010-01-11 13:00:00+07:00,0.4,46.0,15.0,1.0,62.0,28.018181818181816,,,,
2010-01-11 14:00:00+07:00,0.5,53.0,21.0,1.1,35.0,27.927272727272726,,,,
2010-01-11 15:00:00+07:00,0.4,59.0,41.0,1.2,26.0,27.836363636363636,,,,
2010-01-11 16:00:00+07:00,0.4,60.0,30.0,0.9,23.0,27.745454545454546,,,,
2010-01-11 17:00:00+07:00,0.4,56.0,52.0,1.2,39.0,27.654545454545453,,,,
2010-01-11 18:00:00+07:00,0.7,45.0,70.0,1.1,35.0,27.563636363636363,,,,
2010-01-11 19:00:00+07:00,0.6499999999999999,32.0,87.0,0.5,51.0,27.472727272727273,,,,
2010-01-11 20:00:00+07:00,0.6,19.0,71.0,0.5,69.0,27.381818181818183,,,,
2010-01-11 21:00:00+07:00,1.2,12.0,43.0,0.4,341.0,27.29090909090909,,,,
2010-01-11 22:00:00+07:00,1.3,6.0,90.0,0.3,304.0,27.2,,,,
2010-01-11 23:00:00+07:00,0.6,14.0,68.0,0.3,283.0,26.6,,,,
2010-01-12 00:00:00+07:00,1.7000000000000002,20.0,40.0,0.0,150.0,26.385714285714286,,,,
2010-01-12 01:00:00+07:00,0.6,9.0,56.0,0.4,264.0,25.7,,,,
2010-01-12 02:00:00+07:00,0.5,3.0,56.0,0.2,267.0,25.4,,,,
2010-01-12 03:00:00+07:00,0.4,6.0,91.0,0.5,57.0,25.1,,,,
2010-01-12 04:00:00+07:00,0.3,7.0,102.5,0.5,73.0,25.0,,,,
2010-01-12 05:00:00+07:00,0.4,4.0,64.0,0.5,62.0,24.5,,,,
2010-01-12 06:00:00+07:00,0.8,4.0,23.0,0.5,27.0,23.8,,,,
2010-01-12 07:00:00+07:00,1.5,3.0,74.0,0.5,13.0,23.4,,,,
2010-01-12 08:00:00+07:00,1.2,8.0,91.0,0.5,62.0,23.5,,,,
2010-01-12 09:00:00+07:00,0.8999999999999999,20.5,47.0,0.8,71.0,25.3,,,,
2010-01-12 10:00:00+07:00,0.6,33.0,49.0,1.3,70.0,27.1,,,,
2010-01-12 11:00:00+07:00,0.775,38.0,4.0,1.5,68.0,28.9,,,,
2010-01-12 12:00:00+07:00,0.95,45.0,28.0,1.3,68.0,30.7,,,,
2010-01-12 13:00:00+07:00,1.125,56.0,46.0,1.6,69.0,32.9,,,,
2010-01-12 14:00:00+07:00,1.3,57.0,43.0,1.6,69.0,34.3,,,,
2010-01-12 15:00:00+07:00,1.2,59.0,28.0,1.5,66.0,34.9,,,,
2010-01-12 16:00:00+07:00,1.3,57.0,18.0,1.2,68.0,34.8,,,,
2010-01-12 17:00:00+07:00,1.3,49.0,54.0,0.8,65.0,33.9,,,,
2010-01-12 18:00:00+07:00,1.6,39.0,66.0,0.8,29.0,22.4,,,,
2010-01-12 19:00:00+07:00,1.8,27.0,88.0,0.5,64.0,25.4,,,,
2010-01-12 20:00:00+07:00,1.85,21.0,68.0,0.3,40.0,28.4,,,,
2010-01-12 21:00:00+07:00,1.8,4.0,74.0,0.2,43.0,27.8,,,,
2010-01-12 22:00:00+07:00,1.7666666666666666,8.0,89.0,0.3,5.0,27.32857142857143,,,,
2010-01-12 23:00:00+07:00,1.7333333333333334,5.0,69.0,0.2,265.0,26.857142857142858,,,,
2010-01-13 00:00:00+07:00,0.8153846153846154,40.0,27.0,0.5,63.0,25.1,,,,
2010-01-13 01:00:00+07:00,1.6666666666666667,23.0,60.0,0.3,17.0,25.914285714285715,,,,
2010-01-13 02:00:00+07:00,1.6333333333333333,17.0,98.0,0.6,10.0,25.442857142857143,,,,
2010-01-13 03:00:00+07:00,1.6,16.0,86.0,0.6,12.0,24.97142857142857,,,,
2010-01-13 04:00:00+07:00,1.8,14.0,75.0,0.5,35.0,24.5,,,,
2010-01-13 05:00:00+07:00,1.2,27.0,65.0,0.9,65.0,24.6,,,,
2010-01-13 06:00:00+07:00,1.3,29.0,45.0,1.4,71.0,24.9,,,,
2010-01-13 07:00:00+07:00,1.85,27.0,28.0,1.3,63.0,24.7,,,,
2010-01-13 08:00:00+07:00,1.0,25.0,23.0,1.0,69.0,24.5,,,,
2010-01-13 09:00:00+07:00,0.9884615384615385,24.0,17.0,1.0,71.0,23.625,,,,
2010-01-13 10:00:00+07:00,0.9769230769230769,29.0,4.0,1.5,67.0,22.75,,,,
2010-01-13 11:00:00+07:00,0.9653846153846154,34.0,10.0,1.5,68.0,21.875,,,,
2010-01-13 12:00:00+07:00,0.9538461538461538,40.0,18.0,1.5,68.0,21.0,,,,
2010-01-13 13:00:00+07:00,0.9423076923076923,46.0,28.0,1.4,73.0,30.6,,,,
